Genenames	KeggTerms
Cluster-2917.109679	ko04962
Cluster-2917.7244	ko04612
Cluster-2917.77343	ko04612
Cluster-2917.101098	ko04612
Cluster-2917.163837	ko04612
Cluster-2917.164628	ko04612
Cluster-2917.48978	ko04612
Cluster-2917.105775	ko04612
Cluster-2917.108212	ko04612
Cluster-2917.124824	ko04612
Cluster-88222.0	ko04612
Cluster-2917.60311	ko04612
Cluster-68956.0	ko04612
Cluster-2917.105918	ko04612
Cluster-2917.2046	ko04662
Cluster-2917.51624	ko04662
Cluster-2917.59714	ko04662
Cluster-17946.0	ko04662
Cluster-63042.0	ko04662
Cluster-57856.0	ko04662
Cluster-2917.145029	ko04662
Cluster-51424.1	ko04662
Cluster-2917.161701	ko04062
Cluster-2917.117818	ko04062
Cluster-2917.48823	ko04062
Cluster-2917.145029	ko04062
Cluster-63042.0	ko04062
Cluster-17946.0	ko04062
Cluster-2917.109234	ko04062
Cluster-2917.43484	ko04062
Cluster-2917.59714	ko04062
Cluster-51424.1	ko04062
Cluster-67618.0	ko04062
Cluster-57856.0	ko04062
Cluster-2917.136236	ko04062
Cluster-2917.161062	ko04062
Cluster-2917.32340	ko04062
Cluster-2917.51624	ko04062
Cluster-2917.147438	ko04062
Cluster-2917.660	ko04062
Cluster-2917.116230	ko04062
Cluster-2917.655	ko04062
Cluster-2917.100021	ko04062
Cluster-58910.0	ko04610
Cluster-2917.68847	ko04610
Cluster-2917.44793	ko04610
Cluster-2917.36656	ko04610
Cluster-2917.63404	ko04623
Cluster-2917.145029	ko04623
Cluster-2917.71864	ko04623
Cluster-2917.66644	ko04623
Cluster-17946.0	ko04664
Cluster-51424.1	ko04664
Cluster-63042.0	ko04664
Cluster-57856.0	ko04664
Cluster-2917.125094	ko04664
Cluster-2917.81141	ko04664
Cluster-2917.59714	ko04664
Cluster-2917.135962	ko04664
Cluster-2917.118404	ko04666
Cluster-2917.84330	ko04666
Cluster-2917.59714	ko04666
Cluster-2917.118084	ko04666
Cluster-2917.126245	ko04666
Cluster-17946.0	ko04666
Cluster-2917.163407	ko04666
Cluster-13351.0	ko04666
Cluster-51424.1	ko04666
Cluster-57856.0	ko04666
Cluster-63042.0	ko04666
Cluster-2917.106352	ko04666
Cluster-2917.140379	ko04640
Cluster-14810.0	ko04640
Cluster-2917.128787	ko04640
Cluster-68264.0	ko04670
Cluster-2917.161062	ko04670
Cluster-57856.0	ko04670
Cluster-2917.105601	ko04670
Cluster-2917.100021	ko04670
Cluster-335.0	ko04670
Cluster-2917.86390	ko04670
Cluster-2917.109234	ko04670
Cluster-63042.0	ko04670
Cluster-2917.117818	ko04670
Cluster-2917.40166	ko04670
Cluster-2917.58672	ko04670
Cluster-2917.114789	ko04670
Cluster-2917.140669	ko04670
Cluster-2917.173094	ko04670
Cluster-2917.59714	ko04670
Cluster-2917.135962	ko04621
Cluster-2917.145029	ko04621
Cluster-2917.164628	ko04621
Cluster-57856.0	ko04650
Cluster-63042.0	ko04650
Cluster-2917.59714	ko04650
Cluster-2917.32340	ko04650
Cluster-2917.7244	ko04650
Cluster-63626.0	ko04650
Cluster-17946.0	ko04650
Cluster-2917.117818	ko04611
Cluster-2917.40166	ko04611
Cluster-2917.134362	ko04611
Cluster-2917.114789	ko04611
Cluster-51424.1	ko04611
Cluster-2917.136236	ko04611
Cluster-2917.161062	ko04611
Cluster-2917.59714	ko04611
Cluster-66135.0	ko04611
Cluster-2917.147438	ko04611
Cluster-2917.127158	ko04611
Cluster-2917.1645	ko04611
Cluster-2917.660	ko04611
Cluster-2917.655	ko04611
Cluster-2917.100021	ko04611
Cluster-2917.135962	ko04622
Cluster-29834.0	ko04622
Cluster-2917.145029	ko04622
Cluster-711.0	ko04622
Cluster-2917.51624	ko04660
Cluster-2917.135962	ko04660
Cluster-2917.59714	ko04660
Cluster-2917.123338	ko04660
Cluster-2917.100021	ko04660
Cluster-51424.1	ko04660
Cluster-2917.145029	ko04660
Cluster-2917.126645	ko04660
Cluster-17946.0	ko04660
Cluster-2917.125094	ko04620
Cluster-2917.135962	ko04620
Cluster-2917.81141	ko04620
Cluster-2917.59714	ko04620
Cluster-17946.0	ko04620
Cluster-2917.148759	ko04620
Cluster-2917.159966	ko04620
Cluster-57856.0	ko04620
Cluster-2917.140083	ko04620
Cluster-2917.130511	ko04620
Cluster-51424.1	ko04620
Cluster-2917.145029	ko04620
Cluster-2917.660	ko04725
Cluster-2917.145704	ko04725
Cluster-2917.116230	ko04725
Cluster-2917.147438	ko04725
Cluster-2917.655	ko04725
Cluster-2917.96814	ko04725
Cluster-2917.102131	ko04725
Cluster-2917.161062	ko04725
Cluster-96954.0	ko04725
Cluster-51424.1	ko04725
Cluster-88183.2	ko04725
Cluster-2917.136236	ko04725
Cluster-2917.1645	ko04725
Cluster-2917.59714	ko04725
Cluster-17946.0	ko04725
Cluster-2917.48823	ko04725
Cluster-2917.95708	ko04725
Cluster-2917.98984	ko04725
Cluster-2917.163837	ko04725
Cluster-72189.0	ko04725
Cluster-63042.0	ko04725
Cluster-67618.0	ko04728
Cluster-2917.136236	ko04728
Cluster-2917.134362	ko04728
Cluster-51424.1	ko04728
Cluster-2917.120722	ko04728
Cluster-2917.161062	ko04728
Cluster-2917.135962	ko04728
Cluster-2917.51624	ko04728
Cluster-2917.102131	ko04728
Cluster-2917.147438	ko04728
Cluster-2917.145704	ko04728
Cluster-2917.116230	ko04728
Cluster-2917.38536	ko04728
Cluster-2917.163837	ko04728
Cluster-63042.0	ko04728
Cluster-2917.48823	ko04728
Cluster-2917.62727	ko04728
Cluster-2917.120618	ko04728
Cluster-691.0	ko04728
Cluster-2917.1645	ko04728
Cluster-77417.0	ko04728
Cluster-2668.1	ko04727
Cluster-49177.0	ko04727
Cluster-30545.0	ko04727
Cluster-2917.48823	ko04727
Cluster-11221.2	ko04727
Cluster-63042.0	ko04727
Cluster-2917.145704	ko04727
Cluster-2917.660	ko04727
Cluster-2917.96219	ko04727
Cluster-2917.116230	ko04727
Cluster-2917.159717	ko04727
Cluster-2917.655	ko04727
Cluster-2917.17929	ko04727
Cluster-2917.27886	ko04727
Cluster-2917.158412	ko04727
Cluster-2917.161062	ko04727
Cluster-2917.136236	ko04727
Cluster-60040.0	ko04727
Cluster-2917.48823	ko04724
Cluster-63042.0	ko04724
Cluster-2917.90143	ko04724
Cluster-49177.0	ko04724
Cluster-2917.1645	ko04724
Cluster-2917.145997	ko04724
Cluster-60040.0	ko04724
Cluster-2917.136236	ko04724
Cluster-2917.161062	ko04724
Cluster-2917.158412	ko04724
Cluster-2917.159717	ko04724
Cluster-2917.147438	ko04724
Cluster-2917.660	ko04724
Cluster-2917.116230	ko04724
Cluster-2917.96219	ko04724
Cluster-2917.655	ko04724
Cluster-2917.17929	ko04724
Cluster-2917.27886	ko04724
Cluster-2917.161062	ko04730
Cluster-2917.120722	ko04730
Cluster-2917.1645	ko04730
Cluster-2917.147438	ko04730
Cluster-17946.0	ko04730
Cluster-2917.120618	ko04730
Cluster-63042.0	ko04730
Cluster-691.0	ko04720
Cluster-2917.147438	ko04720
Cluster-2917.1645	ko04720
Cluster-77417.0	ko04720
Cluster-2917.660	ko04720
Cluster-2917.102131	ko04720
Cluster-17946.0	ko04720
Cluster-2917.66505	ko04720
Cluster-63042.0	ko04720
Cluster-2917.136236	ko04720
Cluster-2917.117818	ko04720
Cluster-2917.134362	ko04720
Cluster-29834.0	ko04722
Cluster-2917.59714	ko04722
Cluster-2917.110850	ko04722
Cluster-1008.0	ko04722
Cluster-691.0	ko04722
Cluster-77417.0	ko04722
Cluster-2917.145029	ko04722
Cluster-2917.161701	ko04722
Cluster-2917.117818	ko04722
Cluster-17946.0	ko04722
Cluster-2917.131949	ko04722
Cluster-2917.102131	ko04722
Cluster-2917.51624	ko04722
Cluster-2917.135962	ko04722
Cluster-2917.32340	ko04722
Cluster-2917.100021	ko04722
Cluster-2917.139988	ko04722
Cluster-2917.140083	ko04722
Cluster-2917.109679	ko04722
Cluster-57856.0	ko04722
Cluster-82028.0	ko04722
Cluster-51424.1	ko04722
Cluster-2917.144376	ko04722
Cluster-2917.1645	ko04723
Cluster-2917.147438	ko04723
Cluster-2917.145704	ko04723
Cluster-2917.660	ko04723
Cluster-2917.116230	ko04723
Cluster-2917.655	ko04723
Cluster-2917.3669	ko04723
Cluster-2917.135962	ko04723
Cluster-8815.2	ko04723
Cluster-2917.161062	ko04723
Cluster-2917.48823	ko04723
Cluster-63042.0	ko04723
Cluster-2917.136236	ko04723
Cluster-63626.0	ko04726
Cluster-2917.145704	ko04726
Cluster-2917.116230	ko04726
Cluster-2917.1645	ko04726
Cluster-2917.147438	ko04726
Cluster-2917.136236	ko04726
Cluster-2917.38536	ko04726
Cluster-63042.0	ko04726
Cluster-2917.48823	ko04726
Cluster-17946.0	ko04726
Cluster-2917.161062	ko04726
Cluster-2917.47906	ko04721
Cluster-59437.0	ko04721
Cluster-2917.83450	ko04721
Cluster-2917.110274	ko04721
Cluster-2917.114411	ko04721
Cluster-2917.145704	ko04721
Cluster-2917.99301	ko04721
Cluster-2917.110409	ko04721
Cluster-2917.134362	ko04750
Cluster-2917.136236	ko04750
Cluster-63042.0	ko04750
Cluster-2917.660	ko04750
Cluster-77417.0	ko04750
Cluster-2917.118404	ko04750
Cluster-2917.1645	ko04750
Cluster-2917.84330	ko04750
Cluster-2917.147438	ko04750
Cluster-691.0	ko04750
Cluster-2917.655	ko04750
Cluster-2917.59714	ko04750
Cluster-2917.148955	ko04750
Cluster-2917.135962	ko04750
Cluster-67618.0	ko04740
Cluster-2917.136236	ko04740
Cluster-77417.0	ko04740
Cluster-691.0	ko04740
Cluster-2917.135370	ko04744
Cluster-67618.0	ko04744
Cluster-2917.116230	ko04744
Cluster-77417.0	ko04744
Cluster-691.0	ko04744
Cluster-2917.1645	ko04745
Cluster-2917.147438	ko04745
Cluster-77417.0	ko04745
Cluster-691.0	ko04745
Cluster-63042.0	ko04745
Cluster-2917.135370	ko04742
Cluster-2917.136236	ko04742
Cluster-2917.147438	ko04742
Cluster-2917.116230	ko04742
Cluster-2917.145704	ko04742
